App_828900	828900	85	540.0	77	1354	genre_fit|big_discount	Adventure|Story Rich|Singleplayer	The Stillness of the Wind
App_6980	6980	80	540.0	80	1579	genre_fit|big_discount|cheap_quality	Stealth|Action	Thief: Deadly Shadows
App_205650	205650	90	549.0	76	1212	genre_fit|big_discount	Adventure|Detective|Mystery|Singleplayer	The Testament of Sherlock Holmes
App_1346400	1346400	70	555.0	91	137	niche_fit	Combat|Sci-fi	Battle Engine Aquila
App_434650	434650	70	555.0	79	1402	genre_fit|big_discount	Hack and Slash	Lost Castle / 失落城堡
App_1569470	1569470	70	555.0	95	137	niche_fit	Horror	TEOCIDA
App_204240	204240	70	555.0	85	1238	genre_fit|big_discount|cheap_quality	Singleplayer	The Bridge
App_755980	755980	90	557.0	86	1020	genre_fit|big_discount|cheap_quality	Action|Singleplayer	DEPLOYMENT
App_395570	395570	90	557.0	75	1124	genre_fit|big_discount	Adventure|Action|Singleplayer|Fantasy	We Are The Dwarves
App_440880	440880	80	560.0	92	633	niche_fit	Horror|Survival Horror|Stealth|Exploration	The Count Lucanor
App_466110	466110	75	562.0	92	952	niche_fit	Action	Shaolin vs Wutang
App_1328840	1328840	80	564.0	97	1766	genre_fit|big_discount|cheap_quality|niche_fit	Story Rich	Lost in Play
App_792040	792040	77	575.0	87	1094	genre_fit|big_discount|cheap_quality	Detective|Story Rich	Detective Di: The Silk Rose Murders
App_318430	318430	67	577.0	80	1443	genre_fit|cheap_quality	Adventure	Squishy the Suicidal Pig
App_1082430	1082430	80	580.0	98	15493	affordable_quality|genre_fit|big_discount|very_high_rating|cheap_quality|niche_fit	Emotional|Narrative|Story Rich|Singleplayer	Before Your Eyes
App_322450	322450	80	580.0	90	540	niche_fit	Adventure|Singleplayer	FRAMED Collection
App_2300300	2300300	80	580.0	90	201	niche_fit	Exploration	Growth
App_772610	772610	80	580.0	93	156	niche_fit	Action|Adventure	Q-YO Blaster
App_220820	220820	80	580.0	84	1052	big_discount|cheap_quality		Zombie Driver HD
App_269190	269190	85	585.0	72	1783	genre_fit|big_discount	Action|RPG|JRPG|Story Rich|Adventure|Singleplayer|Fantasy	Edge Of Eternity
App_1298140	1298140	85	585.0	83	1543	genre_fit|big_discount|cheap_quality	Survival Horror|Horror	Fobia - St. Dinfna Hotel
App_1193090	1193090	80	598.0	72	1842	genre_fit|big_discount	Adventure|Singleplayer	Bus World
App_1087428	1087428	50	599.0	88	164	niche_fit	Action	NTBSS: Master Character Training Pack Naruto Uzumaki (BORUTO)
App_281610	281610	90	600.0	78	5336	affordable_quality|genre_fit|big_discount	Sci-fi|Story Rich	Homeworld: Deserts of Kharak
App_996770	996770	90	600.0	82	1664	genre_fit|big_discount|cheap_quality	Action	Moving Out
App_351480	351480	80	600.0	89	293	niche_fit	RPG	Age of Fear: The Undead King
App_214931	214931	75	600.0	78	1464	genre_fit|big_discount|substantive_content	Action|Story Rich|Singleplayer	BioShock Infinite: Burial at Sea - Episode One
App_214932	214932	75	600.0	82	1816	genre_fit|big_discount|cheap_quality|substantive_content	Action|Stealth|Story Rich|Singleplayer	BioShock Infinite: Burial at Sea - Episode Two
App_227600	227600	75	600.0	88	1450	genre_fit|big_discount|cheap_quality|niche_fit	Adventure|Remake|Singleplayer	Castle of Illusion
App_698540	698540	75	600.0	89	1119	big_discount|cheap_quality		Dungeon Warfare 2
App_2023370	2023370	75	600.0	90	11	substantive_content	Adventure	Escape Academy Season Pass
App_270150	270150	75	600.0	89	5082	affordable_quality|genre_fit|big_discount|cheap_quality|niche_fit	Action|Open World	RUNNING WITH RIFLES
App_40960	40960	75	600.0	90	2165	big_discount|cheap_quality		Stronghold 2: Steam Edition
App_40980	40980	75	600.0	87	1072	big_discount|cheap_quality		Stronghold Legends: Steam Edition
Sub_964	7770	75	600.0	91	5276	affordable_quality|genre_fit|big_discount|very_high_rating|cheap_quality|niche_fit	Sci-fi	X-COM: Complete Pack
App_2591910	2591910	60	600.0	96	463	niche_fit	Adventure|Cyberpunk|Singleplayer|Sci-fi	My Furry Protogen 2 🐾
App_2009010	2009010	60	600.0	90	941	niche_fit	Adventure|Cyberpunk|Singleplayer|Sci-fi	My Furry Protogen 🐾
App_218020	218020	60	600.0	88	100	niche_fit	RPG|Fantasy	Nethergate: Resurrection
App_1026400	1026400	60	600.0	95	316	niche_fit	Horror|Singleplayer	TAMASHII
App_2377970	2377970	60	600.0	97	782	niche_fit	Adventure	Travellin Cats Around the World
App_1508750	1508750	60	600.0	95	320	niche_fit	RPG|JRPG|Story Rich	Xuan-Yuan Sword: Dance of the Maple Leaves
App_4398770	4398770	50	600.0	88	192	niche_fit	Horror|Adventure|Story Rich	Barking from the Dark
App_2108600	2108600	50	600.0	98	226	niche_fit	Singleplayer	Potato Survival
App_2005210	2005210	50	600.0	89	569	niche_fit	Action	Void Scrappers
App_2296990	2296990	50	600.0	85	1315	genre_fit|cheap_quality	Adventure|Emotional	We Were Here Expeditions: The FriendShip
App_3001340	3001340	50	600.0	92	100	niche_fit	Adventure	▼スライム娘は人間と友達になりたいようだ+
App_1289211	1289211	40	600.0	89	146	niche_fit	Action|Adventure|RPG	Yakuza: Like a Dragon Legends Costume Set
App_865540	865540	85	615.0	94	1079	genre_fit|big_discount|cheap_quality|niche_fit	Singleplayer|Story Rich|Open World	PLAYNE : The Meditation Game
App_307110	307110	75	625.0	86	2752	big_discount|cheap_quality		We Need To Go Deeper
App_1274490	1274490	50	625.0	80	1425	cheap_quality		Green Project
