App_1235140	1235140	60	3600.0	94	14699	genre_fit|very_high_rating	RPG|Adventure|Action|JRPG|Story Rich	Yakuza: Like a Dragon
App_4292950	4292950	20	3608.0	84	2591	recent_quality	RPG|Choices Matter	Shao Song I
App_1804010	1804010	30	3640.0	92	1526	genre_fit|recent_quality	Survival Horror|Dark Fantasy|Horror|Action	Labyrinth Of The Demon King
App_1483370	1483370	30	3640.0	90	755	recent_quality	JRPG|RPG	The Use of Life
App_364360	364360	75	3650.0	82	18169	genre_fit|big_discount	RPG	Total War: WARHAMMER
App_594570	594570	75	3650.0	93	50737	genre_fit|big_discount|popular_quality|very_high_rating	Fantasy	Total War: WARHAMMER II
App_594650	594650	60	3680.0	77	94567	genre_fit	Open World	Hunt: Showdown 1896
App_587620	587620	50	3699.0	92	4800	genre_fit|very_high_rating	Adventure|Story Rich|Singleplayer	Okami HD
App_761600	761600	50	3699.0	94	1394	genre_fit	Action|Hack and Slash|Singleplayer	Onimusha: Warlords
App_1702010	1702010	50	3716.0	76	2726	genre_fit	Open World	Sengoku Dynasty
App_1730680	1730680	75	3749.0	94	1801	genre_fit|big_discount	Adventure|Action-Adventure|Singleplayer	Klonoa Phantasy Reverie Series
App_824550	824550	75	3749.0	79	1014	genre_fit|big_discount	Action RPG|Hack and Slash|RPG	SD GUNDAM BATTLE ALLIANCE
App_2096600	2096600	60	3760.0	86	2022	genre_fit	Action	Crysis 2 Remastered
App_1761390	1761390	60	3799.0	95	10256	genre_fit|very_high_rating	Action	Hatsune Miku: Project DIVA Mega Mix+
App_1489630	1489630	50	3800.0	82	2614	genre_fit	Adventure|Action-Adventure|Exploration	Carrier Command 2
App_1696810	1696810	50	3800.0	75	4383	genre_fit	Open World	Railroads Online
App_2071280	2071280	50	3800.0	85	8287	genre_fit|recent_quality	Action	Ravenswatch
App_3504780	3504780	50	3800.0	79	3984	genre_fit	Adventure	Wildgate
App_1307550	1307550	40	3840.0	79	7514	genre_fit	Open World|RPG	Craftopia
App_2484130	2484130	40	3840.0	86	947	recent_quality	Adventure|Exploration	Fruitbus
App_3214610	3214610	20	3840.0	96	733	recent_quality	Hack and Slash|Action	Cinderia
App_3057670	3057670	20	3840.0	93	500	recent_quality	Dark Fantasy	Pluto
App_1763250	1763250	66	3842.0	83	2637	genre_fit|recent_quality	Hack and Slash|Action	SWORN
App_3237970	3237970	25	3862.0	92	740	recent_quality	Exploration|Action	Bubsy 4D
App_1794960	1794960	70	3900.0	74	3587	genre_fit|big_discount	Action|Adventure	Sonic Origins
App_1796790	1796790	25	3900.0	89	1949	recent_quality	RPG|Open World	Chef RPG
App_2437670	2437670	25	3900.0	83	760	recent_quality	Action	Dagger Directive
App_1598780	1598780	25	3900.0	91	728	recent_quality	Survival Horror|Combat|Story Rich	Silly Polly Beast
App_2904040	2904040	31	3913.0	86	575	recent_quality		Cheap Car Repair
App_973230	973230	30	3919.0	88	6684	genre_fit	Action|RPG	We Who Are About To Die
App_602960	602960	50	3950.0	95	28647	genre_fit|popular_quality|very_high_rating	Survival Horror|Horror	Barotrauma
App_538030	538030	50	3950.0	82	3034	genre_fit|recent_quality	RPG|Choices Matter	Xenonauts 2
App_1332010	1332010	50	3999.0	97	79161	genre_fit|popular_quality|very_high_rating	Adventure|Singleplayer|Cyberpunk|Exploration	Stray
App_1330430	1330430	23	4004.0	89	699	recent_quality		Celestial Empire
App_1299460	1299460	40	4020.0	92	2332	genre_fit|recent_quality	Adventure|Narrative	Wanderstop
App_2908500	2908500	40	4054.0	83	675	recent_quality		Buggos 2
App_1062520	1062520	30	4095.0	93	15777	very_high_rating|recent_quality		Dinkum
App_3334660	3334660	25	4125.0	94	970	recent_quality	Horror	Winion Virus
App_2994010	2994010	40	4140.0	80	507	recent_quality	Sci-fi|Combat	Chains of Freedom
App_2545360	2545360	40	4140.0	91	741	recent_quality	Singleplayer	Lonely Mountains: Snow Riders
App_774181	774181	20	4160.0	98	8050	recent_quality	Story Rich|Singleplayer	Rhythm Doctor
App_2468550	2468550	20	4160.0	88	579	recent_quality		Vivid World
App_2958970	2958970	45	4180.0	89	1192	genre_fit|recent_quality	Action|Survival Horror|Sci-fi|Third Person	The Thing: Remastered
App_2274200	2274200	55	4185.0	90	660	recent_quality	Adventure|Fantasy|Action-Adventure	Arken Age
App_2096610	2096610	55	4230.0	88	1556	genre_fit	Action|Sci-fi	Crysis 3 Remastered
App_2058180	2058180	75	4250.0	94	4631	genre_fit|big_discount|very_high_rating	Action|Adventure|Action-Adventure|Cinematic	Judgment
App_779340	779340	70	4349.0	84	17382	big_discount		Total War: THREE KINGDOMS
App_1494810	1494810	32	4352.0	94	4577	genre_fit|very_high_rating|recent_quality	Hack and Slash|RPG|Action	Mortal Sin
App_2446600	2446600	35	4355.0	89	1564	genre_fit|recent_quality	RPG	Dark Deity 2
App_57690	57690	50	4375.0	91	4997	genre_fit|very_high_rating	Singleplayer	Tropico 4
