App_1186640	1186640	88	912.0	91	2887	1	strong_fit	Pumpkin Jack
App_7000	7000	86	294.0	86	2224	1	strong_fit	Tomb Raider: Legend
App_1286320	1286320	84	3492.0	79	1764	1	strong_fit	Exoprimal
App_651670	651670	83	1088.0	81	1635	1	strong_fit	Star Renegades
App_323320	323320	80	392.0	93	2887	1	strong_fit	Grow Home
App_272600	272600	80	420.0	96	1676	1	strong_fit	Detective Grimoire
App_2742750	2742750	80	420.0	85	142	1	substantive_content	Quod: Episode 1
App_426790	426790	80	490.0	92	1748	1	strong_fit	Grow Up
App_6980	6980	80	540.0	80	1579	1	strong_fit	Thief: Deadly Shadows
App_1328840	1328840	80	564.0	97	1766	1	strong_fit	Lost in Play
App_235320	235320	80	740.0	94	1808	1	strong_fit	Original War
App_91600	91600	80	740.0	90	1978	1	strong_fit	Sanctum
App_940710	940710	80	820.0	90	1538	1	strong_fit	Colt Canyon
App_735290	735290	80	820.0	79	1685	1	strong_fit	Genesis Noir
App_593380	593380	80	940.0	80	2305	1	strong_fit	XCOM 2: War of the Chosen
App_1154810	1154810	80	1000.0	92	2145	1	strong_fit	Going Under
App_251730	251730	80	1228.0	89	2077	1	strong_fit	Legend of Grimrock 2
App_1492680	1492680	80	1790.0	90	1919	1	strong_fit	The Pathless
App_855740	855740	78	1100.0	87	1774	1	strong_fit	Bum Simulator
App_283290	283290	75	222.0	90	1573	1	strong_fit	Nosferatu: The Wrath of Malachi
App_7760	7760	75	262.0	97	2479	1	strong_fit	X-COM: UFO Defense
App_211740	211740	75	525.0	93	1928	1	strong_fit	Thief II: The Metal Age
App_214933	214933	75	662.0	87	716	1	substantive_content	BioShock Infinite - Season Pass
App_433170	433170	75	725.0	78	1520	1	strong_fit	Die Young
App_245390	245390	75	725.0	88	2455	1	strong_fit	I Have No Mouth, and I Must Scream
App_461620	461620	75	725.0	91	1814	1	strong_fit	Predynastic Egypt
App_231740	231740	75	825.0	82	1850	1	strong_fit	Knights of Pen and Paper +1 Edition
App_890720	890720	75	1025.0	89	1512	1	strong_fit	In Other Waters
App_115800	115800	75	1225.0	85	2399	1	strong_fit	Owlboy
App_1042490	1042490	75	1300.0	86	2554	1	strong_fit	Call of the Sea
App_730390	730390	75	1600.0	90	1670	1	strong_fit	Raji: An Ancient Epic
App_1730700	1730700	75	2249.0	95	1638	1	strong_fit	We Love Katamari REROLL+ Royal Reverie
App_1730680	1730680	75	3749.0	94	1801	1	strong_fit	Klonoa Phantasy Reverie Series
App_1273400	1273400	70	1920.0	79	3473	1	strong_fit	Construction Simulator
App_2478970	2478970	70	2280.0	82	3570	1	strong_fit	Tomb Raider I-III Remastered Starring Lara Croft
App_617870	617870	66	1683.0	83	1935	1	strong_fit	Total War: WARHAMMER II - Rise of the Tomb Kings
App_1762930	1762930	66	2584.0	87	1127	1	recent_fit	Goat Simulator: Remastered
App_1041920	1041920	65	1225.0	93	1613	1	strong_fit	If Found...
App_1622770	1622770	65	1435.0	91	1559	1	strong_fit	Doors: Paradox
App_1740720	1740720	65	1995.0	87	4192	1	strong_fit	Have a Nice Death
App_865360	865360	62	1368.0	82	4962	1	strong_fit	We Were Here Together
App_1429500	1429500	61	2496.0	82	1901	1	strong_fit	Frontier Hunter: Erza’s Wheel of Fortune
App_779640	779640	60	240.0	87	2274	1	strong_fit	妄想症：Deliver Me
App_1521580	1521580	60	740.0	94	2438	1	strong_fit	Perfect Heist 2
App_1280930	1280930	60	2560.0	95	1799	1	strong_fit	Astral Ascent
App_306760	306760	60	3344.0	78	2385	1	strong_fit	Obduction
App_1849790	1849790	55	2340.0	84	1100	1	recent_fit	Uncle Chop's Rocket Shop
App_1546400	1546400	55	2880.0	94	1937	1	strong_fit	GigaBash
App_2096610	2096610	55	4230.0	88	1556	1	strong_fit	Crysis 3 Remastered
App_415420	415420	50	525.0	93	1632	1	strong_fit	Nyan Cat: Lost In Space
