App_282140	282140	80	1520.0	95	24328	4	mainstream_quality|strong_fit|strong_niche_fit|exceptional_discount|very_high_rating	SOMA
App_1082430	1082430	80	580.0	98	15493	3	mainstream_quality|strong_fit|strong_niche_fit|exceptional_discount|very_high_rating	Before Your Eyes
App_1944430	1944430	80	1280.0	94	6294	3	mainstream_quality|strong_fit|strong_niche_fit|exceptional_discount|very_high_rating	Amnesia: The Bunker
App_207610	207610	90	410.0	97	24879	2	mainstream_quality|strong_fit|strong_niche_fit|exceptional_discount|very_high_rating	The Walking Dead
App_57300	57300	90	520.0	95	12844	2	mainstream_quality|strong_fit|strong_niche_fit|exceptional_discount|very_high_rating	Amnesia: The Dark Descent
App_203160	203160	85	900.0	94	52876	2	mainstream_quality|strong_fit|strong_niche_fit|exceptional_discount|very_high_rating	Tomb Raider Game of the Year
App_391220	391220	85	1350.0	92	32113	2	mainstream_quality|strong_fit|strong_niche_fit|exceptional_discount|very_high_rating	Rise of the Tomb Raider™
App_274520	274520	80	780.0	94	10145	2	mainstream_quality|strong_fit|strong_niche_fit|exceptional_discount|very_high_rating	Darkwood
App_7670	7670	75	662.0	93	12731	2	mainstream_quality|strong_fit|strong_niche_fit|exceptional_discount|very_high_rating	BioShock™
App_501300	501300	75	1237.0	94	18408	2	mainstream_quality|strong_fit|strong_niche_fit|exceptional_discount|very_high_rating	What Remains of Edith Finch
App_866800	866800	75	1300.0	93	6479	2	mainstream_quality|strong_fit|strong_niche_fit|exceptional_discount|very_high_rating	The Walking Dead: The Final Season
App_2475490	2475490	40	2160.0	95	24581	2	mainstream_quality|strong_fit|strong_niche_fit|very_high_rating|recent_fit	Mouthwashing
App_1088850	1088850	85	2700.0	93	18808	4	mainstream_quality|strong_fit|exceptional_discount|very_high_rating	Marvel's Guardians of the Galaxy
App_50130	50130	80	1919.0	90	10277	4	mainstream_quality|strong_fit|strong_niche_fit|exceptional_discount	Mafia II (Classic)
App_1578650	1578650	70	1560.0	93	6407	4	mainstream_quality|strong_fit|strong_niche_fit|very_high_rating	Citizen Sleeper
App_704850	704850	91	468.0	88	11363	3	mainstream_quality|strong_fit|strong_niche_fit|exceptional_discount	Thief Simulator
App_108710	108710	90	410.0	88	16704	3	mainstream_quality|strong_fit|strong_niche_fit|exceptional_discount	Alan Wake
App_954740	954740	80	1456.0	91	9557	3	mainstream_quality|strong_fit|strong_niche_fit|exceptional_discount	Terminator: Resistance
App_601150	601150	75	2727.0	95	40232	3	mainstream_quality|strong_fit|exceptional_discount|very_high_rating	Devil May Cry 5
App_1282200	1282200	40	360.0	97	5384	3	mainstream_quality|strong_fit|strong_niche_fit|very_high_rating	The Test: Hypothesis Rising
App_10680	10680	90	240.0	89	8106	2	mainstream_quality|strong_fit|strong_niche_fit|exceptional_discount	Aliens vs. Predator™
Sub_27828	10680	90	390.0	91	16267	2	mainstream_quality|strong_fit|strong_niche_fit|exceptional_discount	Aliens VS Predator Collection
App_870780	870780	90	990.0	88	25462	2	mainstream_quality|strong_fit|strong_niche_fit|exceptional_discount	CONTROL Ultimate Edition
App_359510	359510	80	1040.0	95	3013	2	strong_fit|strong_niche_fit|exceptional_discount|very_high_rating	Tangle Tower
App_552500	552500	80	1520.0	90	43936	2	mainstream_quality|strong_fit|strong_niche_fit|exceptional_discount	Warhammer: Vermintide 2
App_1622910	1622910	76	1746.0	88	7180	2	mainstream_quality|strong_fit|strong_niche_fit|exceptional_discount	Still Wakes the Deep
App_294860	294860	75	662.0	89	7243	2	mainstream_quality|strong_fit|strong_niche_fit|exceptional_discount	Valkyria Chronicles™
App_2114740	2114740	75	2500.0	90	5943	2	mainstream_quality|strong_fit|strong_niche_fit|exceptional_discount	Blasphemous 2
App_1574580	1574580	70	1290.0	95	9916	2	mainstream_quality|strong_fit|strong_niche_fit|very_high_rating	Strange Horticulture
App_1488200	1488200	65	1820.0	94	7160	2	mainstream_quality|strong_fit|strong_niche_fit|very_high_rating	Symphony of War: The Nephilim Saga
App_223470	223470	90	290.0	97	43318	1	mainstream_quality|strong_fit|exceptional_discount|very_high_rating	POSTAL 2
App_365450	365450	85	435.0	94	7633	1	mainstream_quality|strong_fit|exceptional_discount|very_high_rating	Hacknet
App_607080	607080	85	1065.0	96	8396	1	mainstream_quality|strong_fit|exceptional_discount|very_high_rating	Psychonauts 2
App_953490	953490	80	1040.0	94	17682	1	mainstream_quality|strong_fit|exceptional_discount|very_high_rating	CARRION
Sub_49358	251730	80	1520.0	92	7888	1	mainstream_quality|strong_fit|exceptional_discount|very_high_rating	Legend of Grimrock Bundle
App_12150	12150	75	462.0	94	5532	1	mainstream_quality|strong_fit|exceptional_discount|very_high_rating	Max Payne 2: The Fall of Max Payne
App_55230	55230	75	850.0	94	19055	1	mainstream_quality|strong_fit|exceptional_discount|very_high_rating	Saints Row: The Third
App_261030	261030	75	1025.0	95	12977	1	mainstream_quality|strong_fit|exceptional_discount|very_high_rating	The Walking Dead: Season Two
Sub_17933	55230	75	1275.0	94	50404	1	mainstream_quality|strong_fit|exceptional_discount|very_high_rating	Saints Row: The Third - The Full Package
App_1190000	1190000	87	832.0	95	16942	0	mainstream_quality|exceptional_discount|very_high_rating|high_confidence_adjacent	Car Mechanic Simulator 2021
App_40800	40800	84	384.0	93	13827	0	mainstream_quality|exceptional_discount|very_high_rating|high_confidence_adjacent	Super Meat Boy
App_248820	248820	80	370.0	93	14899	0	mainstream_quality|exceptional_discount|very_high_rating|high_confidence_adjacent	Risk of Rain (2013)
App_246620	246620	80	820.0	93	26922	0	mainstream_quality|exceptional_discount|very_high_rating|high_confidence_adjacent	Plague Inc: Evolved
Sub_460	4700	80	1600.0	95	27764	0	mainstream_quality|exceptional_discount|very_high_rating|high_confidence_adjacent	Total War: Medieval II - Definitive Edition
App_4700	4700	80	1600.0	95	16917	0	mainstream_quality|exceptional_discount|very_high_rating|high_confidence_adjacent	Total War: MEDIEVAL II – Definitive Edition
App_1424330	1424330	75	812.0	98	11857	0	mainstream_quality|exceptional_discount|very_high_rating|high_confidence_adjacent	Wobbledogs
App_638230	638230	75	987.0	92	12682	0	mainstream_quality|exceptional_discount|very_high_rating|high_confidence_adjacent	Journey
App_584400	584400	75	1499.0	93	14322	0	mainstream_quality|exceptional_discount|very_high_rating|high_confidence_adjacent	Sonic Mania
App_535930	535930	75	2500.0	93	12691	0	mainstream_quality|exceptional_discount|very_high_rating|high_confidence_adjacent	Two Point Hospital
App_228300	228300	80	2182.0	80	5023	4	mainstream_quality|strong_fit|exceptional_discount	Remember Me
