App_2720950	2720950	25	2700.0	96	1325	3	recent_fit	Grunn
App_743390	743390	91	234.0	95	669	2	strong_niche_fit	DISTRAINT 2
App_1252830	1252830	90	260.0	93	1220	2	strong_niche_fit	A Juggler's Tale
App_209230	209230	90	279.0	89	769	2	strong_niche_fit	Sherlock Holmes and The Hound of The Baskervilles
App_2060870	2060870	90	290.0	95	546	2	strong_niche_fit	Invincible Presents: Atom Eve
App_1114220	1114220	90	410.0	87	2190	2	strong_fit	Gedonia
App_1836160	1836160	89	253.0	86	2348	2	strong_fit	PANELKI
App_8000	8000	89	297.0	79	2731	2	strong_fit	Tomb Raider: Anniversary
App_395170	395170	86	210.0	90	1304	2	strong_niche_fit	DISTRAINT: Deluxe Edition
App_1298140	1298140	85	585.0	83	1543	2	strong_fit	Fobia - St. Dinfna Hotel
App_865540	865540	85	615.0	94	1079	2	strong_niche_fit	PLAYNE : The Meditation Game
App_1220150	1220150	80	530.0	83	1894	2	strong_fit	Blue Fire
App_1413870	1413870	80	530.0	94	1357	2	strong_niche_fit	Shadow Man Remastered
App_278460	278460	80	820.0	88	553	2	strong_niche_fit	Skyborn
App_758330	758330	80	2120.0	89	1297	2	strong_niche_fit	Shenmue I & II
App_1332720	1332720	78	1144.0	85	2502	2	strong_fit	Thief Simulator 2
App_6510	6510	77	1254.0	80	1868	2	strong_fit	Lost Planet™: Extreme Condition
App_826940	826940	75	825.0	80	1761	2	strong_fit	Maid of Sker
App_1331210	1331210	75	1025.0	89	776	2	strong_niche_fit	Wolfstride
App_1605320	1605320	75	1300.0	88	419	2	strong_niche_fit	Unusual Findings
App_485040	485040	75	2325.0	92	772	2	strong_niche_fit	Nurse Love Addiction
App_2058180	2058180	75	4250.0	94	4631	2	strong_fit	Judgment
App_720350	720350	70	1485.0	93	1403	2	strong_niche_fit	Mundaun
App_2183650	2183650	67	3600.0	80	1736	2	strong_fit	MEGA MAN X DiVE Offline
App_1286990	1286990	66	3349.0	90	1962	2	strong_fit	CONSCRIPT: Director’s Cut
App_1498740	1498740	65	1820.0	89	933	2	strong_niche_fit	Troublemaker
App_1620520	1620520	61	721.0	93	560	2	strong_niche_fit	Mondealy
App_2591910	2591910	60	600.0	96	463	2	strong_niche_fit	My Furry Protogen 2 🐾
App_2009010	2009010	60	600.0	90	941	2	strong_niche_fit	My Furry Protogen 🐾
App_1508750	1508750	60	600.0	95	320	2	strong_niche_fit	Xuan-Yuan Sword: Dance of the Maple Leaves
App_1189290	1189290	60	1640.0	84	854	2	recent_fit	The Black Grimoire: Cursebreaker
App_1710170	1710170	60	1720.0	88	740	2	strong_niche_fit	Blade of Darkness
App_381210	381210	60	2470.0	79	266127	2	strong_fit	Dead by Daylight
App_1748610	1748610	55	801.0	94	439	2	strong_niche_fit	Evil God Korone
App_2015240	2015240	52	1392.0	79	2041	2	strong_fit	Dwarven Realms
App_630060	630060	50	150.0	95	1000	2	strong_niche_fit	寇莎梅特：困世迷情 Consummate:Missing World
App_1257410	1257410	50	1050.0	93	1423	2	strong_niche_fit	Cat in the Box
App_1761780	1761780	50	1200.0	92	767	2	strong_niche_fit	Creepy Tale 3: Ingrid Penance
App_1454010	1454010	50	1800.0	88	418	2	strong_niche_fit	Diary of Lucie
App_2008920	2008920	50	2975.0	93	2161	2	strong_fit	Lorelei and the Laser Eyes
App_2430900	2430900	45	2255.0	95	410	2	strong_niche_fit	Among Ashes
App_1047220	1047220	40	900.0	97	1313	2	strong_niche_fit	Frog Detective 2: The Case of the Invisible Wizard
App_1921900	1921900	40	900.0	96	698	2	strong_niche_fit	The Testing Chamber
App_537110	537110	40	1859.0	95	1178	2	strong_niche_fit	Angels of Death
App_761460	761460	40	2460.0	89	794	2	strong_niche_fit	Lamplight City
App_3352690	3352690	35	2665.0	87	751	2	recent_fit	Dead Take
App_3017330	3017330	35	3185.0	91	1191	2	recent_fit	Verho - Curse of Faces
App_1615290	1615290	28	756.0	94	3934	2	very_high_rating	Ravenous Devils
App_515570	515570	90	150.0	92	1572	1	strong_fit	UBERMOSH Vol.3
App_1222300	1222300	90	265.0	80	1542	1	strong_fit	Into The Flames
